transaction_id,customer_id,date,total_items,unique_items,total_sales,discounted_sales,browsing_duration,number_of_clicks,age,gender,region,marital_status,education,household_income,loyalty_card,loyalty_points,month,transaction_status
TRID_98505,CID_6028,2020-03-30,6,4,18.0,9.79,3.98,10,18,Male,Urban,Married,unknown,77500.0,Yes,22.0,March,True
TRID_67032,CID_6028,2020-01-31,10,4,16.08,8.59,8.16,17,18,Male,Urban,Married,unknown,77500.0,Yes,22.0,January,True
TRID_43164,CID_7950,2020-03-14,3,3,8.16,7.64,4.9,11,49,Female,Urban,Married,High School,28500.0,Yes,13.0,March,False
TRID_69441,CID_7950,2020-03-25,5,3,18.4,7.25,7.74,15,49,Female,Urban,Married,High School,28500.0,Yes,13.0,March,False
TRID_32359,CID_14028,2020-02-17,5,3,11.28,7.87,4.4,9,30,Female,Rural,Widowed,Post-Graduate,26000.0,No,0.0,February,False
TRID_72184,CID_11862,2020-02-03,6,2,7.52,5.72,5.2,11,74,Female,Suburban,Divorced,Graduate,35000.0,No,0.0,February,False
TRID_4562,CID_5457,2020-02-18,8,4,28.8,8.96,7.49,14,28,Male,Rural,Married,Graduate,48000.0,Yes,2.0,February,True
TRID_47436,CID_6080,2020-01-03,7,4,21.04,8.92,7.23,14,36,Male,Suburban,Married,Graduate,28000.0,No,0.0,January,True
TRID_60290,CID_7836,2020-01-11,4,2,21.68,5.78,2.84,6,34,Female,Suburban,Widowed,unknown,80500.0,Yes,7.0,January,False
TRID_8192,CID_6259,2020-01-03,3,2,11.6,4.92,7.09,14,70,Female,Suburban,Single,Post-Graduate,71500.0,Yes,20.0,January,True
TRID_80358,CID_12375,2020-03-17,4,2,7.12,5.09,7.67,16,52,Male,Urban,Civil partnered,Graduate,34000.0,No,0.0,March,True
TRID_42113,CID_12375,2020-02-06,4,2,34.56,5.92,6.53,14,52,Male,Urban,Civil partnered,Graduate,34000.0,No,0.0,February,True
TRID_91446,CID_14842,2020-02-29,5,1,7.6,3.9,5.62,12,58,Female,Urban,Married,Graduate,80500.0,Yes,30.0,February,True
TRID_32933,CID_10786,2020-03-12,20,5,16.96,10.31,7.06,15,59,Female,Urban,Single,Graduate,84500.0,Yes,15.0,March,True
TRID_70517,CID_12524,2020-03-09,6,4,13.84,9.55,6.09,12,27,Female,Rural,Widowed,Post-Graduate,37000.0,Yes,1.0,March,False
TRID_28359,CID_12524,2020-03-07,7,4,19.04,9.26,5.68,10,27,Female,Rural,Widowed,Post-Graduate,37000.0,Yes,1.0,March,False
TRID_38614,CID_11793,2020-03-18,6,3,16.48,7.66,3.97,7,69,Female,Suburban,Single,Graduate,30000.0,Yes,3.0,March,True
TRID_69299,CID_6720,2020-03-31,5,3,10.4,6.43,6.41,13,71,Female,Suburban,Married,Graduate,87500.0,No,0.0,March,True
TRID_80617,CID_6720,2020-02-17,5,1,8.32,3.86,3.82,9,71,Female,Suburban,Married,Graduate,87500.0,No,0.0,February,True
TRID_47191,CID_8236,2020-03-24,4,2,5.68,4.49,5.37,12,47,Female,Rural,Divorced,Graduate,89000.0,No,0.0,March,True
TRID_66578,CID_7459,2020-03-10,5,3,14.48,7.48,4.03,10,54,Male,Rural,Single,Post-Graduate,70000.0,Yes,17.0,March,True
TRID_22298,CID_7459,2020-01-15,13,3,16.08,6.43,7.42,15,54,Male,Rural,Single,Post-Graduate,70000.0,Yes,17.0,January,True
TRID_97035,CID_7459,2020-01-26,7,2,13.68,5.69,4.19,9,54,Male,Rural,Single,Post-Graduate,70000.0,Yes,17.0,January,True
TRID_29552,CID_11491,2020-01-25,7,4,13.92,8.22,6.12,12,36,Male,Suburban,Married,High School,42500.0,No,0.0,January,False
TRID_14947,CID_13042,2020-01-14,6,3,8.32,7.34,6.99,14,47,Female,Suburban,Married,Post-Graduate,61500.0,Yes,23.0,January,True
TRID_54172,CID_11310,2020-03-05,12,3,14.08,6.25,7.79,17,70,Male,Urban,Single,Post-Graduate,75500.0,No,0.0,March,True
TRID_94753,CID_13243,2020-03-01,3,3,21.92,6.81,2.93,7,19,Female,Suburban,Married,High School,67500.0,No,0.0,March,False
TRID_29291,CID_14445,2020-03-12,4,2,14.08,5.6,6.26,13,77,Male,Urban,Divorced,High School,22500.0,No,0.0,March,False
TRID_79224,CID_9860,2020-02-08,3,3,27.04,7.24,3.73,8,60,Male,Suburban,Married,High School,67000.0,No,0.0,February,True
TRID_50515,CID_9860,2020-02-02,6,4,15.28,8.27,4.02,9,60,Male,Suburban,Married,High School,67000.0,No,0.0,February,False
TRID_71099,CID_13379,2020-03-05,12,3,22.64,7.03,7.26,13,46,Male,Rural,Married,Graduate,79000.0,No,0.0,March,True
TRID_76791,CID_13379,2020-03-17,6,2,9.04,5.11,5.56,11,46,Male,Rural,Married,Graduate,79000.0,No,0.0,March,True
TRID_19373,CID_9009,2020-03-19,7,5,16.0,10.25,4.44,9,35,Male,Suburban,Married,Graduate,78000.0,No,0.0,March,True
TRID_74718,CID_8675,2020-03-26,6,3,13.28,7.04,2.46,5,33,Male,Urban,Single,Graduate,18500.0,Yes,17.0,March,True
TRID_19088,CID_9196,2020-02-23,2,1,16.8,3.85,5.92,11,23,Male,Suburban,Civil partnered,Graduate,85500.0,Yes,18.0,February,False
TRID_15003,CID_11805,2020-01-24,4,1,11.52,3.43,5.65,11,33,Female,Rural,Married,High School,31000.0,No,0.0,January,False
TRID_26698,CID_13509,2020-01-16,3,3,8.32,6.8,6.09,13,67,Female,Suburban,Married,unknown,23000.0,No,0.0,January,True
TRID_43437,CID_6595,2020-01-16,6,4,13.04,8.89,3.55,8,47,Male,Suburban,Married,Graduate,77000.0,Yes,43.0,January,True
TRID_54420,CID_14209,2020-03-21,5,3,9.68,7.81,2.83,7,68,Male,Suburban,Married,Graduate,16000.0,Yes,40.0,March,True
TRID_73885,CID_8841,2020-01-21,9,2,8.16,4.75,9.68,17,69,Female,Suburban,Divorced,Graduate,57000.0,Yes,15.0,January,True
TRID_66305,CID_9567,2020-03-15,4,4,13.44,8.42,4.59,11,70,Male,Suburban,Divorced,Graduate,20000.0,Yes,16.0,March,True
TRID_97917,CID_7246,2020-03-11,4,3,13.44,6.6,2.96,6,66,Male,Suburban,Widowed,High School,65000.0,Yes,5.0,March,False
TRID_95939,CID_8887,2020-02-07,8,2,8.24,5.02,3.7,7,53,Male,Suburban,Single,unknown,17500.0,Yes,35.0,February,False
TRID_20255,CID_9389,2020-01-15,8,3,9.12,6.67,4.79,10,68,Female,Rural,Married,unknown,68000.0,Yes,9.0,January,True
TRID_49268,CID_5375,2020-02-19,14,4,11.44,9.92,3.05,5,72,Male,Rural,Single,Graduate,74500.0,Yes,0.0,February,True
TRID_73933,CID_5375,2020-01-23,3,3,11.44,6.56,8.42,17,72,Male,Rural,Single,Graduate,74500.0,Yes,0.0,January,True
TRID_87376,CID_5375,2020-01-02,6,3,22.24,6.73,7.46,14,72,Male,Rural,Single,Graduate,74500.0,Yes,0.0,January,True
TRID_13262,CID_10544,2020-01-20,5,2,11.6,5.88,7.9,16,63,Male,Suburban,Married,unknown,15000.0,No,0.0,January,True
TRID_38642,CID_10544,2020-03-07,5,4,16.4,9.13,5.75,11,63,Male,Suburban,Married,unknown,15000.0,No,0.0,March,True
TRID_19064,CID_9285,2020-03-10,11,4,9.2,8.04,4.28,11,18,Female,Suburban,Single,Graduate,88000.0,No,0.0,March,True
TRID_57655,CID_12845,2020-02-04,11,4,12.56,8.05,5.1,11,26,Female,Suburban,Married,Post-Graduate,39500.0,No,0.0,February,True
TRID_29200,CID_12845,2020-01-07,2,2,12.24,5.5,7.29,16,26,Female,Suburban,Married,Post-Graduate,39500.0,No,0.0,January,True
TRID_45016,CID_10149,2020-01-06,7,3,10.64,7.43,9.33,18,40,Female,Rural,Divorced,Graduate,15000.0,No,0.0,January,True
TRID_78354,CID_5400,2020-01-29,3,3,10.56,6.08,5.64,11,76,Female,Urban,Married,High School,57000.0,Yes,33.0,January,False
TRID_52400,CID_9490,2020-01-21,4,2,19.76,5.65,7.05,15,51,Male,Suburban,Divorced,unknown,82500.0,Yes,11.0,January,True
TRID_45589,CID_9885,2020-02-27,19,3,23.04,6.62,3.54,6,57,Female,Rural,Divorced,Graduate,51500.0,Yes,23.0,February,True
TRID_91526,CID_9248,2020-01-16,3,2,11.04,5.84,4.68,10,52,Male,Rural,Married,Post-Graduate,84000.0,Yes,0.0,January,True
TRID_54815,CID_9248,2020-02-25,6,3,9.68,7.65,8.01,16,52,Male,Rural,Married,Post-Graduate,84000.0,Yes,0.0,February,True
TRID_26650,CID_13679,2020-02-14,3,3,15.92,7.31,4.95,12,61,Male,Rural,Single,Graduate,6000.0,No,0.0,February,False
TRID_30941,CID_13724,2020-03-21,3,3,33.04,6.75,6.71,14,26,Male,Urban,Married,High School,25000.0,Yes,17.0,March,True
TRID_10863,CID_13724,2020-02-14,16,2,26.8,5.48,4.06,8,26,Male,Urban,Married,High School,25000.0,Yes,17.0,February,True
TRID_57703,CID_7441,2020-02-27,7,3,20.08,7.49,6.95,13,69,Male,Urban,Married,Graduate,11000.0,No,0.0,February,True
TRID_75675,CID_7441,2020-01-15,10,4,8.48,8.04,3.61,7,69,Male,Urban,Married,Graduate,11000.0,No,0.0,January,True
TRID_43360,CID_10992,2020-01-23,4,3,12.0,6.3,5.49,9,53,Male,Urban,Married,High School,37000.0,Yes,2.0,January,False
TRID_19594,CID_8702,2020-03-29,4,4,9.36,9.17,7.53,14,31,Female,Suburban,Married,unknown,58500.0,No,0.0,March,True
TRID_26665,CID_8702,2020-03-01,9,5,12.88,11.12,7.45,13,31,Female,Suburban,Married,unknown,58500.0,No,0.0,March,True
TRID_39776,CID_11327,2020-03-24,3,3,9.04,7.08,5.57,11,38,Male,Suburban,Married,High School,68500.0,No,0.0,March,False
TRID_44520,CID_11327,2020-02-15,8,3,8.0,7.89,3.45,9,38,Male,Suburban,Married,High School,68500.0,No,0.0,February,False
TRID_71931,CID_12445,2020-01-02,4,4,11.76,9.3,6.29,12,65,Female,Urban,Married,Graduate,13500.0,No,0.0,January,True
TRID_43331,CID_10549,2020-02-24,4,2,7.68,4.68,4.99,10,20,Female,Urban,Married,Graduate,89000.0,Yes,8.0,February,True
TRID_54929,CID_6464,2020-03-25,2,2,8.88,4.63,4.9,10,71,Female,Urban,Civil partnered,unknown,65500.0,Yes,17.0,March,True
TRID_6491,CID_5966,2020-01-24,5,4,29.76,8.29,2.08,5,73,Male,Suburban,Married,Graduate,54500.0,No,0.0,January,True
TRID_8085,CID_7385,2020-01-01,7,4,27.36,8.4,5.77,11,52,Female,Suburban,Married,Graduate,46500.0,No,0.0,January,True
TRID_41812,CID_7385,2020-03-27,4,3,14.16,7.24,3.28,7,52,Female,Suburban,Married,Graduate,46500.0,No,0.0,March,True
TRID_53326,CID_13466,2020-01-31,11,4,11.76,8.13,5.43,11,44,Female,Suburban,Single,Post-Graduate,42500.0,Yes,30.0,January,True
TRID_45266,CID_13745,2020-01-08,4,2,24.24,5.46,7.05,13,30,Female,Suburban,Divorced,Graduate,59000.0,Yes,29.0,January,True
TRID_12548,CID_12040,2020-03-11,5,5,13.6,10.8,3.71,8,58,Female,Suburban,Single,High School,10000.0,No,0.0,March,False
TRID_49298,CID_12040,2020-01-08,10,5,12.48,10.22,8.51,16,58,Female,Suburban,Single,High School,10000.0,No,0.0,January,True
TRID_88498,CID_7185,2020-01-11,9,3,8.0,7.43,6.2,12,27,Female,Suburban,Married,Graduate,17500.0,No,0.0,January,True
TRID_95076,CID_8704,2020-02-04,4,4,12.64,9.82,4.46,10,34,Male,Suburban,Widowed,Graduate,18000.0,Yes,18.0,February,False
TRID_34825,CID_9262,2020-01-18,4,4,12.0,8.45,8.39,16,69,Male,Suburban,Married,Graduate,21500.0,No,0.0,January,True
TRID_65473,CID_6326,2020-03-03,3,3,10.48,7.44,8.77,16,59,Male,Urban,Civil partnered,High School,5500.0,No,0.0,March,False
TRID_30423,CID_6326,2020-02-13,10,4,11.2,8.1,6.95,14,59,Male,Urban,Civil partnered,High School,5500.0,No,0.0,February,True
TRID_97707,CID_14791,2020-03-15,12,4,14.88,8.85,11.15,21,55,Male,Rural,Divorced,Graduate,56000.0,Yes,10.0,March,True
TRID_36882,CID_14791,2020-01-10,8,4,17.28,8.9,5.96,14,55,Male,Rural,Divorced,Graduate,56000.0,Yes,10.0,January,True
TRID_61317,CID_8476,2020-03-04,2,2,15.76,5.19,4.19,10,68,Female,Suburban,Single,Graduate,25500.0,Yes,18.0,March,True
TRID_44909,CID_6723,2020-03-06,2,2,6.72,5.47,6.03,13,60,Female,Urban,Married,Graduate,33000.0,Yes,1.0,March,True
TRID_73945,CID_5394,2020-01-05,6,4,12.0,9.13,6.6,13,24,Male,Rural,Single,Graduate,52500.0,No,0.0,January,True
TRID_38208,CID_12880,2020-01-12,2,2,12.24,4.93,7.66,15,55,Female,Rural,Single,High School,85500.0,Yes,17.0,January,False
TRID_78430,CID_5740,2020-03-25,7,4,15.04,8.07,3.66,6,44,Male,Urban,Civil partnered,High School,36500.0,Yes,28.0,March,False
TRID_31177,CID_5740,2020-03-25,6,2,12.8,5.21,7.46,13,44,Male,Urban,Civil partnered,High School,36500.0,Yes,28.0,March,False
TRID_90577,CID_14024,2020-01-06,4,1,9.28,3.48,4.51,9,28,Female,Suburban,Single,Graduate,37000.0,No,0.0,January,True
TRID_79068,CID_14024,2020-02-28,5,3,11.2,6.52,4.75,9,28,Female,Suburban,Single,Graduate,37000.0,No,0.0,February,False
TRID_4623,CID_11429,2020-02-03,5,3,8.64,7.75,5.61,12,41,Male,Rural,Married,Graduate,63000.0,Yes,44.0,February,True
TRID_12535,CID_12561,2020-03-02,6,3,10.56,6.78,8.09,15,55,Male,Suburban,Single,Graduate,12000.0,No,0.0,March,True
TRID_77150,CID_6600,2020-03-20,10,4,8.48,8.18,8.25,17,42,Male,Suburban,Married,Graduate,40000.0,Yes,33.0,March,True
TRID_938,CID_13333,2020-01-23,7,3,21.28,7.19,7.19,14,39,Male,Rural,Married,High School,9000.0,No,0.0,January,False
TRID_89136,CID_13333,2020-03-09,9,3,10.56,7.61,5.36,9,39,Male,Rural,Married,High School,9000.0,No,0.0,March,False
TRID_50467,CID_12058,2020-02-10,3,3,7.2,7.06,5.57,11,61,Female,Rural,Divorced,High School,49000.0,Yes,3.0,February,False
TRID_76386,CID_11246,2020-01-08,5,3,9.6,7.4,6.85,12,63,Female,Rural,Married,Graduate,28500.0,Yes,17.0,January,True
TRID_26269,CID_13168,2020-01-07,4,3,17.28,6.77,5.62,12,53,Female,Suburban,Married,unknown,77500.0,No,0.0,January,True
TRID_55164,CID_12424,2020-01-10,6,2,10.88,5.45,7.21,14,21,Male,Rural,Married,High School,41500.0,No,0.0,January,False
TRID_33565,CID_13781,2020-03-09,3,3,8.0,6.03,9.98,18,61,Female,Urban,Married,High School,6500.0,Yes,9.0,March,False
TRID_19103,CID_13781,2020-01-22,3,3,8.88,7.92,6.94,14,61,Female,Urban,Married,High School,6500.0,Yes,9.0,January,False
TRID_43445,CID_12003,2020-02-02,14,3,14.0,6.7,4.68,10,61,Female,Rural,Single,Post-Graduate,36000.0,Yes,0.0,February,True
TRID_14499,CID_12740,2020-01-09,6,4,23.76,8.5,3.37,9,64,Female,Rural,Married,unknown,63500.0,Yes,22.0,January,True
TRID_19468,CID_12740,2020-03-27,5,4,8.08,8.04,8.74,17,64,Female,Rural,Married,unknown,63500.0,Yes,22.0,March,True
TRID_22923,CID_10649,2020-01-29,5,2,11.52,5.49,5.26,11,59,Male,Suburban,Married,High School,70000.0,Yes,6.0,January,False
TRID_23481,CID_13236,2020-01-05,7,4,11.52,8.02,7.64,16,52,Female,Suburban,Married,Graduate,79500.0,No,0.0,January,True
TRID_12142,CID_12575,2020-03-25,11,4,12.0,8.46,6.57,14,32,Male,Suburban,Divorced,High School,12500.0,Yes,23.0,March,True
TRID_18434,CID_11369,2020-01-02,3,3,7.28,6.67,4.98,11,71,Male,Suburban,Divorced,unknown,31500.0,Yes,13.0,January,True
TRID_51193,CID_14606,2020-02-16,5,3,7.52,6.54,6.72,12,36,Male,Rural,Widowed,unknown,56000.0,Yes,31.0,February,False
TRID_75573,CID_14606,2020-03-28,10,4,14.0,8.46,4.13,9,36,Male,Rural,Widowed,unknown,56000.0,Yes,31.0,March,True
TRID_77861,CID_8546,2020-01-16,5,4,16.48,9.32,4.93,10,18,Female,Suburban,Single,Graduate,56500.0,Yes,42.0,January,True
TRID_8279,CID_8546,2020-02-10,8,5,20.16,10.89,2.24,7,18,Female,Suburban,Single,Graduate,56500.0,Yes,42.0,February,False
TRID_9966,CID_5637,2020-03-08,5,5,32.64,10.28,5.31,11,54,Male,Urban,Single,Graduate,84500.0,No,0.0,March,True
TRID_43296,CID_5637,2020-02-14,7,5,20.32,11.08,5.7,11,54,Male,Urban,Single,Graduate,84500.0,No,0.0,February,False
TRID_78229,CID_5857,2020-03-09,5,5,18.16,11.97,9.05,17,28,Female,Urban,Divorced,High School,23000.0,Yes,27.0,March,False
TRID_56678,CID_9433,2020-03-23,18,4,11.44,8.37,4.01,8,69,Female,Suburban,Divorced,Graduate,46500.0,No,0.0,March,True
TRID_73127,CID_11691,2020-02-13,7,4,14.4,8.01,5.82,12,19,Female,Suburban,Divorced,Graduate,40500.0,No,0.0,February,False
TRID_13657,CID_10656,2020-02-18,6,3,8.48,7.26,4.23,8,36,Male,Rural,Married,Graduate,89500.0,No,0.0,February,True
TRID_33355,CID_6874,2020-02-17,5,3,34.64,7.19,5.17,10,28,Female,Suburban,Divorced,High School,39500.0,Yes,0.0,February,False
TRID_56440,CID_11368,2020-01-13,4,4,12.32,8.59,6.6,13,64,Male,Suburban,Divorced,Graduate,33000.0,No,0.0,January,True
TRID_17155,CID_11368,2020-01-03,2,1,7.52,3.11,5.48,11,64,Male,Suburban,Divorced,Graduate,33000.0,No,0.0,January,True
TRID_53576,CID_14459,2020-02-24,4,4,11.04,8.07,6.64,14,45,Male,Rural,Married,Graduate,64000.0,Yes,0.0,February,True
TRID_18115,CID_14459,2020-02-11,9,5,16.8,10.64,4.24,8,45,Male,Rural,Married,Graduate,64000.0,Yes,0.0,February,True
TRID_16485,CID_13886,2020-02-09,5,2,10.56,4.13,5.98,11,55,Female,Urban,Single,Graduate,17000.0,Yes,3.0,February,False
TRID_22744,CID_10805,2020-02-14,5,2,10.64,5.78,5.58,13,51,Male,Rural,Single,High School,75500.0,Yes,7.0,February,False
TRID_72231,CID_6947,2020-02-22,5,4,14.0,8.1,5.44,12,61,Female,Urban,Divorced,High School,58000.0,No,0.0,February,False
TRID_74445,CID_12418,2020-03-03,9,5,14.88,10.19,6.14,14,45,Female,Rural,Civil partnered,Graduate,42500.0,No,0.0,March,True
TRID_18954,CID_8090,2020-01-28,3,2,18.08,4.28,10.01,18,26,Male,Urban,Widowed,High School,88500.0,Yes,1.0,January,False
TRID_16453,CID_11788,2020-01-01,4,3,10.88,7.01,7.16,14,50,Female,Suburban,Married,Graduate,35500.0,No,0.0,January,True
TRID_19519,CID_8548,2020-01-18,2,2,11.68,5.15,5.32,11,77,Male,Suburban,Married,Post-Graduate,87500.0,Yes,14.0,January,True
TRID_14571,CID_8548,2020-02-07,1,1,9.36,2.96,6.69,13,77,Male,Suburban,Married,Post-Graduate,87500.0,Yes,14.0,February,True
TRID_35290,CID_9648,2020-02-05,10,6,34.72,13.34,6.72,14,40,Female,Rural,Widowed,Graduate,21500.0,No,0.0,February,True
TRID_11999,CID_10931,2020-02-08,4,3,6.8,6.56,6.16,13,58,Male,Suburban,Married,unknown,77000.0,Yes,18.0,February,True
TRID_87906,CID_12402,2020-02-12,6,4,14.96,9.16,3.93,7,42,Female,Rural,Married,Post-Graduate,65000.0,No,0.0,February,True
TRID_64635,CID_8406,2020-02-09,11,4,20.64,8.05,8.46,17,24,Female,Urban,Single,Graduate,31500.0,No,0.0,February,True
TRID_43405,CID_5293,2020-02-11,12,3,7.68,6.6,4.94,10,25,Male,Urban,Single,High School,45000.0,No,0.0,February,True
TRID_98615,CID_5293,2020-02-23,5,2,6.64,4.05,8.45,15,25,Male,Urban,Single,High School,45000.0,No,0.0,February,False
TRID_88244,CID_5793,2020-03-13,4,3,8.16,6.97,7.24,15,36,Female,Urban,Married,Post-Graduate,34500.0,Yes,10.0,March,True
TRID_16822,CID_9487,2020-01-21,5,4,9.52,8.65,4.69,8,71,Female,Suburban,Civil partnered,Graduate,70000.0,No,0.0,January,True
TRID_44655,CID_7838,2020-01-16,5,2,5.92,4.74,2.44,6,51,Female,Suburban,Married,High School,40500.0,No,0.0,January,False
TRID_77503,CID_12389,2020-01-29,2,1,20.96,3.16,5.69,11,35,Female,Urban,Married,High School,74000.0,No,0.0,January,False
TRID_64622,CID_12389,2020-01-01,4,2,6.96,5.14,3.91,9,35,Female,Urban,Married,High School,74000.0,No,0.0,January,False
TRID_11070,CID_6303,2020-03-16,6,4,11.04,8.41,5.29,11,46,Male,Urban,Single,High School,41000.0,No,0.0,March,False
TRID_64859,CID_6303,2020-02-08,5,5,19.44,10.22,5.8,12,46,Male,Urban,Single,High School,41000.0,No,0.0,February,False
TRID_26091,CID_6303,2020-03-18,2,2,7.76,4.83,4.69,10,46,Male,Urban,Single,High School,41000.0,No,0.0,March,False
TRID_20889,CID_12228,2020-02-19,3,3,12.88,7.01,5.74,13,62,Female,Suburban,Married,Graduate,76000.0,No,0.0,February,True
TRID_70364,CID_12228,2020-01-22,4,3,22.16,6.8,6.01,13,62,Female,Suburban,Married,Graduate,76000.0,No,0.0,January,True
TRID_39351,CID_12228,2020-01-11,5,3,12.0,6.94,7.53,16,62,Female,Suburban,Married,Graduate,76000.0,No,0.0,January,True
TRID_1202,CID_11909,2020-01-18,6,2,12.96,4.65,5.93,11,71,Male,Suburban,Widowed,High School,72500.0,No,0.0,January,False
TRID_81020,CID_14185,2020-03-29,3,3,8.16,6.8,4.67,10,58,Male,Urban,Single,Post-Graduate,35000.0,Yes,41.0,March,True
TRID_8852,CID_5360,2020-02-24,6,4,11.6,8.57,5.82,12,57,Female,Suburban,Married,Graduate,54500.0,Yes,27.0,February,True
TRID_98066,CID_13330,2020-01-19,0,0,4.8,1.22,5.35,11,18,Male,Suburban,Married,unknown,40000.0,No,0.0,January,True
TRID_79599,CID_11169,2020-01-02,6,3,7.68,7.53,4.57,9,77,Male,Rural,Single,Graduate,80000.0,Yes,17.0,January,True
TRID_98306,CID_11169,2020-01-01,5,4,10.56,9.56,1.22,4,77,Male,Rural,Single,Graduate,80000.0,Yes,17.0,January,True
TRID_25866,CID_7826,2020-01-24,4,4,18.8,8.39,5.63,12,68,Male,Urban,Widowed,High School,85000.0,No,0.0,January,False
TRID_92014,CID_14753,2020-01-26,6,1,6.72,2.93,7.95,16,27,Male,Rural,Married,Graduate,59500.0,Yes,13.0,January,True
TRID_69170,CID_13431,2020-03-11,10,4,14.72,8.58,6.93,14,31,Male,Rural,Divorced,Graduate,40500.0,No,0.0,March,True
TRID_92346,CID_14281,2020-02-06,9,5,16.56,10.6,3.18,8,56,Female,Rural,Single,Graduate,31000.0,No,0.0,February,False
TRID_26084,CID_7361,2020-02-19,5,4,16.0,8.35,2.73,5,47,Female,Suburban,Widowed,Graduate,49500.0,No,0.0,February,False
TRID_47284,CID_13037,2020-03-21,4,4,14.32,8.16,5.34,11,21,Female,Suburban,Single,High School,13500.0,Yes,21.0,March,False
TRID_76404,CID_10128,2020-02-16,5,4,12.24,8.97,7.31,14,67,Male,Suburban,Widowed,Post-Graduate,78000.0,Yes,2.0,February,False
TRID_59754,CID_10128,2020-01-08,2,2,16.32,5.86,6.62,15,67,Male,Suburban,Widowed,Post-Graduate,78000.0,Yes,2.0,January,False
TRID_14203,CID_11659,2020-01-14,5,4,15.6,8.48,4.58,10,20,Male,Rural,Married,High School,16500.0,Yes,7.0,January,False
TRID_19932,CID_12166,2020-02-05,10,5,11.52,10.62,6.27,13,52,Female,Suburban,Divorced,Graduate,10000.0,Yes,5.0,February,True
TRID_54993,CID_8832,2020-01-30,3,2,10.48,5.38,7.35,14,23,Male,Rural,Married,Graduate,6500.0,No,0.0,January,True
TRID_14251,CID_5819,2020-02-22,5,3,21.52,7.14,6.81,13,29,Male,Rural,Divorced,Graduate,43000.0,Yes,26.0,February,False
TRID_67873,CID_5819,2020-03-17,4,3,7.36,6.06,5.94,13,29,Male,Rural,Divorced,Graduate,43000.0,Yes,26.0,March,True
TRID_11046,CID_5819,2020-02-20,9,2,15.92,4.19,7.46,15,29,Male,Rural,Divorced,Graduate,43000.0,Yes,26.0,February,False
TRID_80767,CID_11727,2020-03-22,2,2,7.2,5.76,7.65,17,62,Female,Rural,Married,High School,15500.0,No,0.0,March,False
TRID_66157,CID_12313,2020-01-13,9,6,13.52,12.14,4.49,10,53,Female,Suburban,Divorced,Graduate,75000.0,No,0.0,January,True
TRID_4818,CID_9874,2020-03-17,8,3,18.0,6.51,7.31,15,76,Female,Suburban,Married,Graduate,39500.0,No,0.0,March,True
TRID_24292,CID_9874,2020-02-14,3,3,11.68,6.72,8.59,15,76,Female,Suburban,Married,Graduate,39500.0,No,0.0,February,True
TRID_26136,CID_13640,2020-01-31,6,4,15.44,8.78,6.35,13,49,Male,Suburban,Single,High School,55500.0,Yes,21.0,January,False
TRID_85767,CID_13640,2020-01-16,3,2,5.2,4.48,3.2,8,49,Male,Suburban,Single,High School,55500.0,Yes,21.0,January,False
TRID_30796,CID_13045,2020-02-01,4,4,22.4,8.33,7.9,15,34,Female,Suburban,Single,Graduate,18500.0,No,0.0,February,False
TRID_90320,CID_14905,2020-02-12,7,3,12.32,6.07,9.02,18,34,Female,Suburban,Widowed,High School,46000.0,No,0.0,February,False
TRID_85815,CID_14905,2020-01-29,4,3,26.64,7.85,1.83,4,34,Female,Suburban,Widowed,High School,46000.0,No,0.0,January,False
TRID_35985,CID_5224,2020-02-01,7,2,15.76,5.51,3.24,8,54,Female,Suburban,Married,Graduate,65000.0,Yes,6.0,February,True
TRID_31495,CID_6435,2020-02-16,4,4,12.64,9.81,4.79,9,36,Female,Rural,Single,Graduate,24000.0,No,0.0,February,False
TRID_94360,CID_14262,2020-03-17,7,4,21.04,8.33,5.34,11,35,Female,Rural,Civil partnered,High School,75500.0,Yes,22.0,March,False
TRID_71863,CID_7193,2020-02-03,8,3,9.2,7.08,3.38,8,23,Male,Rural,Divorced,High School,6000.0,Yes,11.0,February,False
TRID_977,CID_13725,2020-01-01,7,4,27.36,8.49,2.79,6,55,Male,Rural,Single,High School,69000.0,No,0.0,January,True
TRID_55086,CID_12033,2020-01-23,6,3,15.68,7.43,3.81,8,20,Male,Suburban,Married,Post-Graduate,10500.0,No,0.0,January,True
TRID_24710,CID_12033,2020-01-03,4,2,18.08,5.49,9.09,17,20,Male,Suburban,Married,Post-Graduate,10500.0,No,0.0,January,True
TRID_34879,CID_12033,2020-03-14,2,2,14.8,4.25,5.63,11,20,Male,Suburban,Married,Post-Graduate,10500.0,No,0.0,March,True
TRID_49873,CID_12722,2020-01-05,5,5,15.68,11.59,4.99,10,53,Female,Urban,Single,Graduate,56500.0,No,0.0,January,True
TRID_34042,CID_5718,2020-01-03,5,5,11.84,11.65,5.82,13,29,Male,Suburban,Single,Graduate,29500.0,Yes,37.0,January,True
TRID_92503,CID_11214,2020-03-14,6,1,6.16,2.96,9.31,17,25,Male,Suburban,Divorced,unknown,25500.0,No,0.0,March,True
TRID_52561,CID_7109,2020-02-02,3,0,1.76,1.69,2.49,6,73,Female,Suburban,Single,Graduate,51000.0,Yes,15.0,February,False
TRID_36328,CID_13194,2020-03-04,3,2,27.84,4.46,3.37,7,74,Male,Urban,Married,Graduate,64000.0,Yes,14.0,March,True
