Customer ID,Age,Gender,Region,Marital Status,Education,Household Income,Loyalty Card,Loyalty Points
CID_10862,50,Male,Urban,Married,Post-Graduate,58000.0,1,15
CID_13963,63,Female,Urban,Divorced,Graduate,49000.0,0,NA
CID_6068,31,Female,Rural,Married,Graduate,76500.0,0,NA
CID_11125,70,Male,Suburban,Married,Graduate,58000.0,1,48
CID_12204,70,Male,Suburban,Single,Graduate,42000.0,1,33
CID_7208,54,Male,Suburban,Married,Graduate,55500.0,0,NA
CID_5106,63,Female,Urban,Divorced,High School,79500.0,1,4
CID_6085,26,Female,Suburban,Married,Graduate,89500.0,0,NA
CID_11482,64,Female,Urban,Divorced,Graduate,63000.0,0,NA
CID_7018,59,Male,Urban,Married,Post-Graduate,39500.0,0,NA
CID_13051,77,Male,Urban,Divorced,Graduate,78500.0,0,NA
CID_13893,20,Female,Urban,Married,Graduate,86500.0,1,11
CID_12927,61,Male,Suburban,Married,High School,52500.0,0,NA
CID_13276,61,Female,Suburban,Single,NA,61000.0,1,39
CID_11548,20,Male,Suburban,Single,NA,39500.0,0,NA
CID_14542,36,Female,Suburban,Civil partnered,Graduate,33000.0,0,NA
CID_11893,66,Female,Urban,Single,Graduate,80000.0,0,NA
CID_11134,21,Female,Suburban,Widowed,Graduate,66000.0,1,17
CID_12904,49,Female,Suburban,Divorced,High School,43500.0,1,23
CID_7402,27,Female,Suburban,Married,High School,55500.0,1,22
CID_13466,44,Female,Suburban,Single,Post-Graduate,42500.0,1,30
CID_12436,37,Female,Urban,Married,Graduate,38500.0,1,15
CID_14291,75,Male,Suburban,Married,Graduate,48000.0,0,NA
CID_6024,19,Male,Suburban,Married,Post-Graduate,27500.0,1,5
CID_12283,46,Female,Rural,Single,High School,31000.0,1,16
CID_14581,66,Male,Urban,Divorced,Post-Graduate,88500.0,1,17
CID_8601,33,Male,Urban,Married,Post-Graduate,52000.0,0,NA
CID_8196,71,Female,Suburban,Divorced,High School,29500.0,1,6
CID_5289,56,Male,Rural,Married,Graduate,9500.0,1,12
CID_7193,23,Male,Rural,Divorced,High School,6000.0,1,11
CID_6127,28,Female,Urban,Divorced,High School,70500.0,1,9
CID_10103,49,Male,Urban,Single,Graduate,23500.0,0,NA
CID_7316,70,Male,Urban,Single,Post-Graduate,88500.0,1,17
CID_11805,33,Female,Rural,Married,High School,31000.0,0,NA
CID_13437,37,Female,Suburban,Married,High School,31500.0,0,NA
CID_7840,34,Female,Suburban,Civil partnered,Graduate,50000.0,1,31
CID_14753,27,Male,Rural,Married,Graduate,59500.0,1,13
CID_11051,71,Male,Urban,Single,High School,11500.0,1,0
CID_5911,54,Female,Urban,Married,NA,67000.0,0,NA
CID_7120,52,Female,Urban,Civil partnered,Post-Graduate,81500.0,1,16
CID_14863,66,Female,Suburban,Civil partnered,High School,59500.0,0,NA
CID_12242,58,Female,Urban,Married,Graduate,21000.0,0,NA
CID_9280,63,Female,Suburban,Single,Graduate,69500.0,1,17
CID_12557,69,Female,Suburban,Single,Graduate,15000.0,0,NA
CID_13907,23,Male,Urban,Divorced,High School,33000.0,1,32
CID_9529,58,Male,Rural,Civil partnered,Graduate,14000.0,1,25
CID_5444,55,Male,Rural,Single,Post-Graduate,10500.0,0,NA
CID_9101,71,Male,Suburban,Married,High School,35500.0,0,NA
CID_8503,64,Female,Rural,Divorced,Graduate,84500.0,1,26
CID_11491,36,Male,Suburban,Married,High School,42500.0,0,NA
CID_10920,50,Female,Suburban,Married,Graduate,74000.0,1,9
CID_10020,70,Male,Urban,Married,Graduate,89000.0,0,NA
CID_8539,49,Female,Urban,Married,Graduate,56500.0,0,NA
CID_13779,55,Female,Suburban,Married,NA,56000.0,1,5
CID_12666,61,Male,Suburban,Divorced,Graduate,21500.0,1,17
CID_5544,77,Female,Rural,Married,High School,24000.0,0,NA
CID_14369,61,Male,Urban,Single,High School,44000.0,1,27
CID_13342,42,Male,Rural,Married,Graduate,63000.0,1,9
CID_5398,41,Female,Suburban,Single,Post-Graduate,13000.0,0,NA
CID_12072,52,Female,Suburban,Single,Graduate,78000.0,0,NA
CID_10805,51,Male,Rural,Single,High School,75500.0,1,7
CID_9051,27,Female,Suburban,Married,Graduate,28000.0,1,11
CID_8477,23,Female,Rural,Civil partnered,High School,37000.0,1,20
CID_7641,72,Male,Urban,Married,Graduate,66500.0,1,40
CID_12086,51,Female,Suburban,Widowed,Graduate,28000.0,1,12
CID_10120,69,Female,Suburban,Married,High School,74500.0,0,NA
CID_10313,68,Male,Suburban,Single,High School,86500.0,0,NA
CID_7757,45,Female,Suburban,Divorced,High School,68000.0,0,NA
CID_14105,77,Female,Urban,Married,Graduate,46000.0,0,NA
CID_14235,45,Female,Rural,Single,NA,61000.0,1,30
CID_8888,74,Male,Rural,Divorced,Graduate,54000.0,1,20
CID_14588,23,Female,Suburban,Divorced,High School,88000.0,0,NA
CID_6060,55,Male,Urban,Married,High School,23000.0,1,10
CID_7337,38,Male,Suburban,Divorced,Graduate,58000.0,0,NA
CID_14720,34,Male,Rural,Single,Graduate,71000.0,0,NA
CID_8516,63,Female,Rural,Married,Graduate,45000.0,1,15
CID_8047,69,Male,Urban,Married,Graduate,21500.0,0,NA
CID_6770,23,Female,Suburban,Married,Post-Graduate,43500.0,1,25
CID_5819,29,Male,Rural,Divorced,Graduate,43000.0,1,26
CID_9084,76,Female,Suburban,Married,Graduate,48000.0,1,11
CID_8889,24,Male,Suburban,Married,Post-Graduate,35000.0,0,NA
CID_9567,70,Male,Suburban,Divorced,Graduate,20000.0,1,16
CID_9243,73,Female,Urban,Divorced,Post-Graduate,72000.0,0,NA
CID_13278,71,Female,Suburban,Married,Graduate,11500.0,0,NA
CID_9585,22,Male,Rural,Single,Graduate,14500.0,1,30
CID_8063,33,Female,Rural,Married,High School,9000.0,0,NA
CID_14313,48,Female,Rural,Divorced,Graduate,65000.0,1,18
CID_5953,64,Female,Suburban,Married,Post-Graduate,33000.0,0,NA
CID_11927,51,Female,Suburban,Divorced,Graduate,64000.0,1,27
CID_14250,42,Male,Rural,Divorced,Graduate,27000.0,1,15
CID_7519,22,Female,Rural,Civil partnered,NA,53000.0,0,NA
CID_14355,31,Female,Suburban,Married,Graduate,47500.0,1,13
CID_12524,27,Female,Rural,Widowed,Post-Graduate,37000.0,1,1
CID_6812,28,Male,Urban,Married,High School,51500.0,1,0
CID_11351,45,Female,Suburban,Widowed,High School,18000.0,0,NA
CID_8535,74,Male,Urban,Divorced,NA,83000.0,1,5
CID_11716,42,Female,Suburban,Married,Graduate,40500.0,1,41
CID_8506,38,Male,Suburban,Single,Graduate,39500.0,0,NA
CID_8998,41,Female,Suburban,Married,High School,30500.0,1,6
CID_6688,55,Female,Urban,Married,High School,65500.0,1,22
CID_9262,69,Male,Suburban,Married,Graduate,21500.0,0,NA
CID_12606,53,Female,Rural,Widowed,Graduate,60000.0,0,NA
CID_7258,49,Male,Urban,Married,Graduate,23000.0,1,5
CID_11175,44,Female,Suburban,Widowed,High School,45000.0,0,NA
CID_11847,66,Female,Rural,Widowed,Graduate,79500.0,1,22
CID_6763,21,Male,Rural,Single,Post-Graduate,27000.0,1,12
CID_13555,41,Male,Suburban,Widowed,High School,56500.0,0,NA
CID_7894,54,Male,Urban,Married,Post-Graduate,11000.0,0,NA
CID_11021,18,Female,Suburban,Single,High School,72000.0,1,55
CID_8491,25,Female,Suburban,Civil partnered,Graduate,35000.0,1,1
CID_7499,75,Female,Rural,Widowed,High School,53500.0,0,NA
CID_5490,25,Female,Rural,Single,Post-Graduate,60000.0,0,NA
CID_13045,34,Female,Suburban,Single,Graduate,18500.0,0,NA
CID_9813,35,Male,Rural,Civil partnered,Graduate,44000.0,0,NA
CID_9169,65,Male,Suburban,Widowed,Graduate,72000.0,1,27
CID_12339,33,Male,Suburban,Civil partnered,High School,32000.0,1,19
CID_8884,32,Male,Rural,Single,High School,13000.0,1,19
CID_6778,48,Male,Suburban,Married,High School,11500.0,0,NA
CID_12618,20,Female,Urban,Divorced,High School,52500.0,0,NA
CID_13777,61,Male,Urban,Divorced,Graduate,47000.0,0,NA
CID_8567,65,Female,Suburban,Married,High School,23000.0,0,NA
CID_13660,36,Male,Rural,Single,Post-Graduate,88500.0,0,NA
CID_13203,62,Female,Suburban,Single,Graduate,52000.0,1,24
CID_11754,49,Female,Suburban,Single,High School,10500.0,0,NA
CID_5202,70,Female,Rural,Married,High School,18500.0,1,11
CID_11862,74,Female,Suburban,Divorced,Graduate,35000.0,0,NA
CID_10642,61,Female,Rural,Married,Graduate,60000.0,1,24
CID_10952,18,Male,Rural,Single,Graduate,6000.0,0,NA
CID_10532,36,Female,Rural,Married,Post-Graduate,38000.0,0,NA
CID_14683,53,Female,Suburban,Married,Graduate,31500.0,1,11
CID_10800,25,Female,Rural,Married,Post-Graduate,16000.0,1,17
CID_12928,22,Female,Urban,Divorced,High School,13000.0,0,NA
CID_8630,76,Female,Suburban,Married,Graduate,23500.0,1,48
CID_14521,49,Male,Suburban,Married,Graduate,77500.0,0,NA
CID_5688,53,Male,Suburban,Married,Graduate,51500.0,1,49
CID_10132,70,Female,Suburban,Civil partnered,Graduate,45500.0,0,NA
CID_8090,26,Male,Urban,Widowed,High School,88500.0,1,1
CID_8078,37,Female,Suburban,Married,NA,17500.0,0,NA
CID_7788,65,Male,Urban,Married,Graduate,82000.0,1,6
CID_7279,42,Male,Suburban,Married,Post-Graduate,66500.0,0,NA
CID_9729,58,Female,Suburban,Divorced,High School,44500.0,0,NA
CID_13263,35,Male,Urban,Married,Graduate,49500.0,0,NA
CID_8926,72,Male,Suburban,Widowed,High School,41000.0,0,NA
CID_9583,44,Female,Urban,Married,High School,36500.0,1,32
CID_8765,32,Female,Urban,Divorced,Graduate,54000.0,0,NA
CID_5907,23,Female,Rural,Married,Graduate,58000.0,0,NA
CID_5556,46,Male,Suburban,Divorced,Graduate,35000.0,0,NA
CID_9702,70,Male,Rural,Civil partnered,Graduate,48000.0,1,20
CID_11027,60,Male,Rural,Civil partnered,NA,38000.0,0,NA
CID_5980,32,Female,Suburban,Married,Graduate,86500.0,1,8
CID_7728,65,Male,Suburban,Married,Graduate,66500.0,1,21
CID_10968,63,Female,Suburban,Single,High School,43500.0,0,NA
CID_9125,50,Male,Suburban,Single,High School,71000.0,0,NA
CID_7521,47,Male,Urban,Single,Graduate,50500.0,0,NA
CID_9765,37,Male,Rural,Married,Graduate,69000.0,1,28
CID_11180,53,Female,Urban,Divorced,High School,37500.0,0,NA
CID_5100,52,Male,Rural,Married,Graduate,60500.0,1,19
CID_12111,73,Female,Urban,Married,Graduate,85000.0,1,4
CID_11559,46,Male,Urban,Civil partnered,NA,59500.0,1,3
CID_14609,75,Female,Rural,Single,Graduate,52500.0,0,NA
CID_8221,52,Female,Urban,Divorced,Graduate,75500.0,0,NA
CID_7359,59,Male,Suburban,Civil partnered,Post-Graduate,81000.0,1,11
CID_6646,54,Female,Rural,Married,Graduate,62500.0,0,NA
CID_13736,42,Male,Rural,Single,Graduate,24000.0,1,23
CID_8281,69,Female,Suburban,Divorced,Graduate,30500.0,1,19
CID_7690,22,Female,Urban,Widowed,Graduate,85000.0,0,NA
CID_8921,46,Male,Suburban,Married,High School,54500.0,0,NA
CID_6639,18,Female,Rural,Divorced,Graduate,69000.0,1,6
CID_10579,64,Male,Urban,Married,Post-Graduate,11500.0,0,NA
CID_8583,27,Male,Suburban,Married,High School,24000.0,0,NA
CID_8781,43,Female,Urban,Married,Graduate,53500.0,0,NA
CID_12322,75,Male,Suburban,Married,Post-Graduate,58000.0,1,29
CID_7264,49,Male,Rural,Single,High School,69000.0,1,9
CID_11387,57,Male,Urban,Married,Graduate,71500.0,0,NA
CID_5868,63,Male,Urban,Married,Graduate,88500.0,0,NA
CID_7877,61,Female,Suburban,Single,High School,84000.0,1,19
CID_10079,74,Male,Suburban,Married,Post-Graduate,6000.0,0,NA
CID_10962,66,Female,Rural,Widowed,Post-Graduate,44000.0,0,NA
CID_7910,59,Female,Suburban,Married,High School,16500.0,1,2
CID_14261,45,Male,Suburban,Married,High School,7000.0,1,12
CID_12330,56,Female,Suburban,Widowed,Graduate,38000.0,0,NA
CID_9339,64,Female,Suburban,Married,High School,40000.0,1,4
CID_9885,57,Female,Rural,Divorced,Graduate,51500.0,1,23
CID_8691,64,Female,Suburban,Divorced,High School,7500.0,0,NA
CID_12568,66,Female,Rural,Married,High School,41000.0,1,20
CID_8635,46,Male,Suburban,Married,Post-Graduate,14000.0,1,6
CID_9979,32,Female,Urban,Married,Graduate,25000.0,1,13
CID_14296,75,Female,Suburban,Married,High School,74500.0,1,5
CID_10180,37,Female,Suburban,Single,Graduate,70000.0,0,NA
CID_6593,29,Male,Suburban,Single,High School,38000.0,0,NA
CID_7985,36,Female,Suburban,Married,Post-Graduate,25000.0,0,NA
CID_10660,47,Female,Rural,Divorced,Graduate,24500.0,0,NA
CID_13897,28,Male,Suburban,Single,Graduate,73500.0,0,NA
CID_12016,19,Female,Rural,Married,Post-Graduate,23500.0,1,17
CID_7024,44,Female,Suburban,Married,Graduate,35500.0,1,35
CID_8432,47,Female,Suburban,Married,High School,59500.0,0,NA
CID_12488,60,Male,Suburban,Widowed,Graduate,46500.0,0,NA
CID_5375,72,Male,Rural,Single,Graduate,74500.0,1,0
CID_14660,33,Female,Urban,Civil partnered,Graduate,72500.0,1,13
CID_14625,44,Male,Suburban,Civil partnered,High School,69000.0,1,10
CID_7066,70,Male,Suburban,Married,High School,81000.0,0,NA
CID_6549,51,Male,Urban,Divorced,Graduate,89500.0,0,NA
CID_6118,55,Female,Suburban,Divorced,Graduate,32000.0,0,NA
CID_14140,58,Female,Suburban,Divorced,Post-Graduate,51500.0,0,NA
CID_6308,66,Male,Suburban,Divorced,High School,88500.0,1,16
CID_8199,55,Female,Suburban,Divorced,High School,59000.0,1,16
CID_12584,69,Male,Suburban,Divorced,Graduate,36000.0,1,9
CID_8716,30,Female,Suburban,Divorced,NA,67500.0,0,NA
CID_7186,18,Female,Urban,Single,Graduate,61500.0,0,NA
CID_12003,61,Female,Rural,Single,Post-Graduate,36000.0,1,0
CID_11786,53,Male,Suburban,Civil partnered,Post-Graduate,53500.0,0,NA
CID_7571,23,Female,Urban,Married,High School,12000.0,0,NA
CID_7363,32,Male,Suburban,Married,Post-Graduate,55000.0,1,7
CID_9055,43,Female,Urban,Married,High School,83500.0,1,20
CID_9225,53,Male,Suburban,Single,Graduate,26000.0,1,22
CID_12394,49,Male,Suburban,Widowed,Graduate,20500.0,0,NA
CID_12166,52,Female,Suburban,Divorced,Graduate,10000.0,1,5
CID_13307,69,Female,Suburban,Married,Post-Graduate,66000.0,1,31
CID_8026,54,Male,Rural,Married,Graduate,22500.0,0,NA
CID_11141,34,Male,Suburban,Divorced,High School,76000.0,1,14
CID_11545,44,Female,Suburban,Divorced,Graduate,40500.0,0,NA
CID_6653,65,Female,Urban,Married,Post-Graduate,49500.0,1,3
CID_5039,19,Male,Rural,Divorced,Graduate,42500.0,1,26
CID_13002,19,Male,Rural,Divorced,High School,53500.0,1,6
CID_10024,23,Male,Suburban,Married,Post-Graduate,83500.0,1,12
CID_14262,35,Female,Rural,Civil partnered,High School,75500.0,1,22
CID_13013,71,Female,Suburban,Married,High School,41500.0,0,NA
CID_10571,56,Male,Suburban,Married,Graduate,33000.0,1,3
CID_10336,65,Male,Rural,Married,Graduate,67000.0,1,12
CID_12197,44,Female,Suburban,Civil partnered,High School,60500.0,1,13
CID_14007,71,Female,Rural,Civil partnered,Post-Graduate,71500.0,1,39
CID_14944,34,Male,Suburban,Single,Graduate,32000.0,1,15
CID_9621,75,Female,Suburban,Divorced,High School,70000.0,1,3
CID_7234,42,Female,Suburban,Married,Post-Graduate,79500.0,0,NA
CID_14772,69,Male,Suburban,Married,Graduate,7500.0,1,20
CID_12084,36,Male,Rural,Single,High School,46500.0,0,NA
CID_6749,65,Male,Suburban,Single,Graduate,61000.0,0,NA
CID_9981,69,Female,Rural,Single,Graduate,23500.0,0,NA
CID_7206,38,Male,Urban,Married,Graduate,70500.0,1,0
CID_9418,67,Male,Rural,Married,Post-Graduate,6500.0,0,NA
CID_10097,51,Male,Rural,Civil partnered,Graduate,18000.0,0,NA
CID_6501,74,Female,Suburban,Single,High School,76500.0,0,NA
CID_10991,21,Female,Rural,Married,Post-Graduate,28000.0,1,4
CID_6874,28,Female,Suburban,Divorced,High School,39500.0,1,0
CID_14004,26,Male,Urban,Married,Graduate,54500.0,1,13
CID_8712,71,Female,Rural,Married,Graduate,52000.0,1,12
CID_8044,51,Female,Rural,Married,High School,14000.0,0,NA
CID_6167,56,Female,Suburban,Divorced,Graduate,67000.0,0,NA
CID_12566,52,Female,Urban,Married,Graduate,14000.0,0,NA
CID_13589,21,Male,Urban,Civil partnered,Post-Graduate,69000.0,1,6
CID_10235,57,Female,Suburban,Married,Graduate,59000.0,0,NA
CID_12120,55,Male,Suburban,Married,Graduate,62500.0,0,NA
CID_14041,35,Female,Suburban,Divorced,High School,25500.0,0,NA
CID_6459,44,Male,Suburban,Married,NA,13000.0,1,26
CID_12909,66,Male,Suburban,Divorced,Graduate,38500.0,0,NA
CID_9615,54,Female,Suburban,Divorced,Post-Graduate,23000.0,0,NA
CID_10864,51,Male,Suburban,Civil partnered,Graduate,36000.0,1,6
CID_14136,73,Female,Urban,Married,Graduate,25000.0,1,7
CID_5352,35,Male,Rural,Married,Graduate,75500.0,0,NA
CID_9579,42,Female,Suburban,Civil partnered,Graduate,19500.0,0,NA
CID_14066,60,Female,Rural,Single,Post-Graduate,46000.0,0,NA
CID_9077,56,Female,Suburban,Single,Post-Graduate,63500.0,0,NA
CID_5219,62,Female,Urban,Single,High School,17500.0,1,0
CID_5774,36,Female,Suburban,Widowed,Graduate,11500.0,0,NA
CID_7585,41,Female,Rural,Widowed,Post-Graduate,67000.0,1,14
CID_7995,61,Male,Suburban,Divorced,Post-Graduate,40500.0,0,NA
CID_5095,25,Male,Urban,Divorced,Graduate,43500.0,0,NA
CID_11224,22,Female,Urban,Divorced,Graduate,28500.0,0,NA
CID_12074,72,Female,Rural,Married,Graduate,12000.0,1,32
CID_12077,56,Female,Suburban,Married,Graduate,41000.0,1,12
CID_6313,65,Male,Suburban,Divorced,High School,69500.0,0,NA
CID_7559,75,Male,Urban,Married,Graduate,87500.0,0,NA
CID_14938,24,Male,Suburban,Married,NA,23000.0,0,NA
CID_9232,19,Male,Rural,Married,High School,58500.0,1,25
CID_12526,19,Male,Suburban,Married,Graduate,84000.0,0,NA
CID_6552,29,Female,Suburban,Married,NA,25000.0,1,8
CID_10933,66,Male,Suburban,Divorced,Graduate,76500.0,0,NA
CID_13436,53,Male,Rural,Single,Graduate,76500.0,0,NA
CID_11695,64,Female,Rural,Single,Graduate,7500.0,1,4
CID_11004,33,Female,Rural,Married,High School,82500.0,1,8
CID_9009,35,Male,Suburban,Married,Graduate,78000.0,0,NA
CID_11210,54,Female,Urban,Civil partnered,Post-Graduate,55500.0,0,NA
CID_14167,75,Female,Rural,Civil partnered,Graduate,25500.0,1,7
CID_6827,48,Female,Urban,Divorced,Graduate,12000.0,1,14
CID_9910,29,Male,Urban,Widowed,Graduate,63000.0,0,NA
CID_12450,34,Male,Suburban,Single,Graduate,52500.0,1,11
CID_8790,72,Female,Rural,Widowed,High School,82000.0,0,NA
CID_7253,21,Male,Urban,Single,Post-Graduate,59500.0,0,NA
CID_14487,35,Female,Rural,Married,Post-Graduate,63500.0,0,NA
CID_11599,20,Female,Rural,Married,High School,72000.0,1,19
CID_13719,32,Female,Urban,Widowed,High School,11500.0,0,NA
CID_5740,44,Male,Urban,Civil partnered,High School,36500.0,1,28
CID_13103,45,Female,Suburban,Single,High School,43000.0,1,17
CID_7550,50,Male,Urban,Single,Post-Graduate,56500.0,0,NA
CID_7632,26,Male,Suburban,Civil partnered,Graduate,53000.0,0,NA
CID_9807,66,Female,Urban,Single,Graduate,69500.0,1,6
CID_11415,43,Male,Rural,Civil partnered,Graduate,36500.0,1,22
CID_12720,76,Female,Rural,Married,High School,71500.0,0,NA
CID_12415,43,Female,Suburban,Married,Graduate,36000.0,0,NA
CID_14279,19,Female,Urban,Married,High School,79500.0,0,NA
CID_6451,64,Male,Suburban,Divorced,Post-Graduate,69500.0,1,24
CID_14471,41,Female,Suburban,Married,Graduate,18500.0,0,NA
CID_8784,20,Male,Rural,Married,Graduate,29000.0,0,NA
CID_10947,38,Male,Suburban,Married,Post-Graduate,85500.0,1,3
CID_8542,62,Female,Urban,Married,High School,52500.0,1,30
CID_11902,75,Female,Suburban,Single,Graduate,51500.0,0,NA
CID_7345,24,Female,Urban,Civil partnered,Graduate,50500.0,1,18
CID_13049,35,Male,Rural,Married,High School,62000.0,1,13
CID_7948,22,Female,Suburban,Married,High School,28000.0,0,NA
CID_6723,60,Female,Urban,Married,Graduate,33000.0,1,1
CID_12701,36,Male,Rural,Widowed,Post-Graduate,21500.0,1,8
CID_11054,26,Male,Urban,Married,Graduate,31500.0,0,NA
CID_12411,19,Female,Suburban,Widowed,Graduate,59000.0,0,NA
CID_9374,24,Female,Suburban,Married,NA,71000.0,0,NA
CID_8154,19,Male,Rural,Divorced,Graduate,10500.0,0,NA
CID_8702,31,Female,Suburban,Married,NA,58500.0,0,NA
CID_6193,29,Male,Urban,Single,Graduate,49000.0,1,27
CID_9854,46,Male,Suburban,Married,Graduate,28500.0,1,22
CID_10183,74,Female,Suburban,Single,Graduate,82500.0,0,NA
CID_12298,50,Male,Rural,Civil partnered,Graduate,52500.0,0,NA
CID_9890,70,Male,Rural,Single,High School,89500.0,0,NA
CID_7252,21,Male,Urban,Divorced,NA,7500.0,1,17
CID_8772,38,Female,Rural,Married,High School,65500.0,0,NA
CID_9306,72,Male,Urban,Divorced,High School,74000.0,1,21
CID_7927,47,Female,Suburban,Divorced,Graduate,49500.0,1,26
CID_10709,65,Male,Suburban,Single,Graduate,73500.0,1,10
CID_5357,70,Female,Suburban,Divorced,High School,44500.0,1,9
CID_11256,41,Female,Urban,Married,NA,67000.0,1,32
CID_14027,51,Female,Suburban,Married,Graduate,84000.0,0,NA
CID_13319,44,Female,Suburban,Married,High School,74500.0,0,NA
CID_12652,58,Male,Suburban,Married,High School,73000.0,0,NA
CID_12165,21,Male,Suburban,Divorced,NA,56500.0,0,NA
CID_13042,47,Female,Suburban,Married,Post-Graduate,61500.0,1,23
CID_14524,34,Male,Rural,Married,Graduate,40500.0,1,15
CID_8194,45,Female,Rural,Married,High School,49500.0,1,20
CID_11914,71,Male,Rural,Widowed,High School,59500.0,0,NA
CID_10114,71,Male,Urban,Single,Graduate,42000.0,0,NA
CID_5422,45,Female,Suburban,Married,NA,76500.0,0,NA
CID_8705,39,Female,Suburban,Married,High School,68000.0,0,NA
CID_13513,26,Male,Suburban,Married,Post-Graduate,76500.0,0,NA
CID_13823,26,Female,Suburban,Divorced,Graduate,27500.0,0,NA
CID_11751,44,Female,Urban,Widowed,Post-Graduate,19000.0,0,NA
CID_11304,50,Male,Urban,Married,High School,26000.0,1,23
CID_11285,32,Female,Suburban,Married,Graduate,66000.0,0,NA
CID_7920,50,Male,Suburban,Divorced,Graduate,36500.0,1,8
CID_11687,26,Female,Urban,Single,Graduate,5500.0,0,NA
CID_13052,44,Male,Suburban,Married,High School,73000.0,1,9
CID_14879,48,Female,Suburban,Divorced,Graduate,11500.0,1,6
CID_5035,43,Male,Urban,Divorced,Post-Graduate,69500.0,1,0
CID_5696,32,Male,Rural,Single,Post-Graduate,11000.0,1,9
CID_13735,29,Male,Rural,Married,Post-Graduate,51000.0,1,1
CID_8909,21,Female,Suburban,Married,High School,27000.0,0,NA
CID_6981,57,Female,Suburban,Civil partnered,Graduate,50500.0,0,NA
CID_9131,30,Female,Urban,Married,Graduate,8000.0,1,8
CID_12445,65,Female,Urban,Married,Graduate,13500.0,0,NA
CID_6303,46,Male,Urban,Single,High School,41000.0,0,NA
CID_12505,73,Male,Rural,Divorced,Graduate,59500.0,1,20
CID_14038,42,Male,Suburban,Married,Graduate,71000.0,1,5
CID_11182,18,Female,Suburban,Civil partnered,Graduate,22000.0,0,NA
CID_14916,21,Female,Suburban,Married,Graduate,19000.0,1,7
CID_11297,72,Male,Suburban,Married,High School,32500.0,1,21
CID_5156,58,Male,Rural,Married,Graduate,68500.0,1,17
CID_7508,31,Male,Suburban,Single,Post-Graduate,7000.0,1,12
CID_8545,61,Male,Rural,Married,Post-Graduate,28500.0,0,NA
CID_5838,58,Male,Urban,Married,High School,27500.0,0,NA
CID_11587,45,Female,Suburban,Married,Post-Graduate,10500.0,1,42
CID_7351,31,Male,Suburban,Divorced,Graduate,89000.0,0,NA
CID_9071,65,Male,Suburban,Divorced,Post-Graduate,35000.0,0,NA
CID_11760,69,Male,Urban,Civil partnered,Post-Graduate,89500.0,0,NA
CID_12061,61,Female,Urban,Married,Post-Graduate,30000.0,0,NA
CID_10395,33,Female,Rural,Civil partnered,High School,89000.0,1,4
CID_10148,75,Male,Suburban,Single,Graduate,11000.0,1,28
CID_13904,64,Female,Urban,Single,Graduate,13000.0,1,10
CID_5285,68,Male,Urban,Married,High School,7500.0,0,NA
CID_11185,34,Female,Suburban,Divorced,NA,72500.0,1,17
CID_6429,21,Female,Rural,Divorced,High School,54000.0,1,15
CID_8887,53,Male,Suburban,Single,NA,17500.0,1,35
CID_10821,48,Female,Suburban,Civil partnered,Post-Graduate,12500.0,1,25
CID_11701,59,Female,Suburban,Married,Graduate,12000.0,0,NA
CID_14043,27,Male,Rural,Married,Post-Graduate,84500.0,0,NA
CID_9747,44,Male,Suburban,Single,High School,87000.0,0,NA
CID_6284,40,Male,Suburban,Married,High School,50500.0,1,2
CID_10068,21,Female,Rural,Divorced,Graduate,58000.0,1,2
CID_13407,32,Female,Urban,Divorced,High School,7500.0,1,8
CID_13086,61,Female,Urban,Married,Post-Graduate,71500.0,1,7
CID_10067,51,Male,Suburban,Single,High School,11000.0,1,29
CID_10899,29,Male,Rural,Civil partnered,Graduate,59500.0,0,NA
CID_10291,27,Female,Urban,Married,Graduate,47500.0,0,NA
CID_6955,42,Female,Suburban,Civil partnered,Graduate,33500.0,0,NA
CID_10931,58,Male,Suburban,Married,NA,77000.0,1,18
CID_6503,59,Female,Suburban,Divorced,NA,20500.0,1,7
CID_5272,63,Female,Suburban,Civil partnered,Post-Graduate,24000.0,1,5
CID_14029,19,Female,Urban,Married,Graduate,58000.0,0,NA
CID_12130,24,Female,Urban,Divorced,High School,25000.0,1,0
CID_7309,50,Female,Rural,Married,Graduate,53000.0,0,NA
CID_5464,51,Male,Urban,Married,NA,87000.0,1,6
CID_7950,49,Female,Urban,Married,High School,28500.0,1,13
CID_11552,72,Female,Suburban,Divorced,Graduate,14500.0,1,2
CID_12031,34,Male,Suburban,Single,Graduate,78500.0,0,NA
CID_7614,28,Female,Suburban,Widowed,Graduate,16500.0,0,NA
CID_12187,36,Male,Suburban,Single,High School,14000.0,0,NA
CID_5749,23,Female,Urban,Married,Graduate,76000.0,1,13
CID_9292,45,Male,Suburban,Married,Graduate,70500.0,0,NA
CID_13512,24,Female,Rural,Single,High School,46000.0,0,NA
CID_6969,62,Female,Urban,Married,Post-Graduate,28500.0,0,NA
CID_11956,41,Female,Urban,Widowed,Graduate,49000.0,0,NA
CID_13246,74,Male,Urban,Single,High School,21000.0,1,7
CID_5304,24,Male,Suburban,Single,Graduate,37000.0,1,19
CID_12827,48,Male,Urban,Married,Graduate,6000.0,0,NA
CID_7085,67,Female,Suburban,Married,Post-Graduate,52000.0,1,13
CID_6714,73,Female,Suburban,Divorced,NA,7500.0,1,1
CID_11385,18,Male,Suburban,Divorced,Graduate,35500.0,1,12
CID_13517,59,Female,Suburban,Married,Graduate,52500.0,1,12
