Transaction ID,Customer ID,Date,Total Items,Unique Items,Total Sales,Discounted Sales,Browsing Duration (minutes),Number of Clicks,Incomplete Transaction
TRID_54673,CID_8712,2020-02-19,2,2,8.72,4.68,7.89,16,0
TRID_79244,CID_5584,2020-01-24,11,4,16.16,9.51,5.4,10,1
TRID_71751,CID_5833,2020-01-02,6,3,10.4,6.62,6.52,14,0
TRID_63844,CID_13823,2020-01-07,4,3,11.28,6.82,4.24,8,0
TRID_30369,CID_6786,2020-03-26,2,2,8.16,5.92,4.9,10,0
TRID_77885,CID_13180,2020-01-11,5,4,16.88,8.12,2.21,4,0
TRID_41670,CID_13314,2020-02-23,5,3,7.04,6.66,4.88,10,0
TRID_90103,CID_8546,2020-01-02,16,2,11.44,5.58,4.59,10,1
TRID_77653,CID_7185,2020-02-28,4,2,7.04,4.47,5.97,13,0
TRID_4017,CID_7580,2020-03-28,1,1,5.44,3.91,3.68,10,0
TRID_13527,CID_11283,2020-01-18,7,5,21.84,10.17,5.53,12,0
TRID_66614,CID_9765,2020-02-04,4,3,12.24,7.85,6.87,15,0
TRID_49650,CID_11307,2020-03-26,7,4,21.36,9.96,2.1,4,1
TRID_81488,CID_12748,2020-03-19,8,3,12.96,7.79,6.61,13,0
TRID_70408,CID_8750,2020-01-16,9,4,22.48,8.84,5.01,10,0
TRID_74003,CID_7460,2020-02-27,5,3,8.56,7.87,6.21,12,0
TRID_72273,CID_8196,2020-03-14,7,3,7.92,7.74,8.23,16,0
TRID_98163,CID_14861,2020-01-30,7,4,16.8,9.73,4.99,9,0
TRID_19759,CID_12330,2020-01-08,8,3,10.16,7.17,4.82,10,0
TRID_73280,CID_13900,2020-02-06,3,3,12.48,7.19,10.68,20,1
TRID_2904,CID_7731,2020-03-30,9,4,9.68,8.87,3.28,7,1
TRID_70390,CID_11927,2020-01-28,3,3,9.6,6.37,8.99,18,1
TRID_78407,CID_8632,2020-01-17,4,3,8.64,6.53,6.35,13,0
TRID_71330,CID_7877,2020-01-18,6,3,20.96,7.28,9.21,17,0
TRID_21110,CID_13897,2020-03-08,5,3,12.0,6.8,8.5,17,0
TRID_56209,CID_7456,2020-01-15,5,4,9.84,8.92,7.48,14,0
TRID_64459,CID_13199,2020-02-15,9,4,13.2,9.97,5.69,12,0
TRID_1365,CID_7370,2020-02-08,5,4,19.68,8.62,2.43,6,0
TRID_30107,CID_12038,2020-01-10,9,4,23.68,9.4,5.64,12,0
TRID_11652,CID_14255,2020-03-14,3,3,7.84,6.75,6.12,13,0
TRID_38175,CID_8432,2020-01-09,5,2,12.56,5.72,7.03,15,0
TRID_84650,CID_10038,2020-03-11,4,3,20.16,6.47,6.54,12,0
TRID_35061,CID_11106,2020-02-10,5,3,14.72,7.96,4.17,8,0
TRID_45398,CID_13897,2020-02-02,4,4,17.6,8.23,5.2,12,0
TRID_97763,CID_12827,2020-01-22,7,2,5.92,4.13,4.78,9,0
TRID_27814,CID_9031,2020-01-10,6,3,12.4,7.73,8.19,17,0
TRID_12684,CID_6342,2020-03-20,6,5,24.16,10.7,1.4,5,0
TRID_3135,CID_12476,2020-03-03,4,3,11.92,6.12,5.72,11,0
TRID_57738,CID_11852,2020-01-05,6,4,10.32,9.27,9.27,17,0
TRID_54320,CID_12090,2020-01-19,6,3,10.48,7.27,5.23,10,0
TRID_3145,CID_6519,2020-02-14,4,4,17.28,8.73,3.37,9,0
TRID_7161,CID_9050,2020-03-08,7,3,12.4,6.81,5.17,11,0
TRID_55361,CID_5314,2020-03-13,5,3,8.08,7.68,4.44,8,0
TRID_52693,CID_6679,2020-01-08,7,3,12.8,6.93,6.25,13,0
TRID_48427,CID_14683,2020-03-03,4,3,14.24,7.25,6.14,12,0
TRID_7459,CID_11272,2020-03-16,8,3,13.28,7.41,3.58,7,0
TRID_73794,CID_14555,2020-03-10,7,6,18.56,13.06,6.0,12,0
TRID_13273,CID_6332,2020-03-01,3,2,5.36,5.32,2.04,5,0
TRID_41598,CID_7166,2020-03-19,9,1,18.56,3.69,9.7,19,0
TRID_18393,CID_6301,2020-02-17,5,3,7.44,7.42,5.23,9,0
TRID_83184,CID_13101,2020-02-11,6,3,17.44,7.49,4.59,10,0
TRID_79562,CID_7087,2020-02-08,7,2,20.64,5.34,5.71,12,0
TRID_11546,CID_7234,2020-03-08,4,2,16.32,5.25,6.64,14,0
TRID_67691,CID_6102,2020-01-01,7,2,14.0,5.15,5.23,11,0
TRID_24165,CID_12904,2020-01-22,4,3,11.6,7.0,4.91,12,0
TRID_22507,CID_10478,2020-03-23,5,3,19.2,7.67,5.76,12,0
TRID_26600,CID_7615,2020-03-17,5,3,14.72,6.74,4.68,10,0
TRID_4676,CID_13243,2020-01-22,7,3,17.76,6.78,8.85,17,0
TRID_1881,CID_13578,2020-01-17,7,5,14.0,10.06,4.88,9,0
TRID_97645,CID_11304,2020-03-07,1,1,7.92,3.83,4.79,10,0
TRID_55244,CID_5272,2020-02-21,4,1,5.28,3.91,6.24,13,0
TRID_71899,CID_11896,2020-03-16,7,3,10.08,6.85,2.61,7,0
TRID_4574,CID_10020,2020-03-17,5,3,14.0,6.3,4.87,10,0
TRID_56311,CID_9133,2020-03-09,4,3,17.28,6.97,6.49,13,0
TRID_87486,CID_5870,2020-02-01,4,3,11.28,6.61,6.17,11,0
TRID_49429,CID_13036,2020-01-19,6,1,19.92,3.15,5.2,11,0
TRID_1189,CID_12118,2020-01-25,3,3,21.36,7.63,6.03,12,0
TRID_57689,CID_10295,2020-03-11,5,3,10.72,6.88,3.84,8,0
TRID_3334,CID_10145,2020-03-04,5,2,13.44,5.28,2.47,5,0
TRID_46631,CID_11805,2020-01-02,3,1,8.8,3.99,6.94,15,0
TRID_11683,CID_12627,2020-01-13,4,2,10.24,5.4,4.61,10,0
TRID_94240,CID_9900,2020-03-09,5,3,12.64,7.2,6.54,13,0
TRID_70456,CID_10373,2020-01-24,6,2,8.08,5.21,4.91,11,0
TRID_87819,CID_9080,2020-02-09,5,4,17.6,8.53,8.22,15,0
TRID_15316,CID_5717,2020-01-14,6,3,9.92,6.13,5.84,13,0
TRID_20259,CID_10782,2020-01-16,5,4,9.28,8.97,4.78,10,0
TRID_45197,CID_7024,2020-03-20,9,3,11.2,7.9,5.31,9,0
TRID_38818,CID_10642,2020-01-13,4,4,18.72,8.54,6.8,13,0
TRID_84617,CID_6127,2020-02-09,3,2,5.52,4.94,5.79,11,0
TRID_79950,CID_9440,2020-02-05,4,3,8.72,7.14,9.28,17,0
TRID_19838,CID_6083,2020-02-02,5,3,11.2,7.7,5.03,8,0
TRID_33512,CID_6098,2020-02-26,6,3,11.84,6.27,5.44,11,0
TRID_71172,CID_9981,2020-02-20,4,2,22.24,5.56,4.45,9,0
TRID_87074,CID_7185,2020-01-04,10,3,11.04,6.49,7.94,16,0
TRID_48298,CID_13899,2020-01-10,6,2,12.64,4.1,2.91,6,0
TRID_34686,CID_8356,2020-03-28,7,2,7.44,4.93,4.61,8,0
TRID_31380,CID_11369,2020-02-10,9,3,16.0,7.97,8.79,17,0
TRID_75700,CID_11835,2020-02-05,4,2,11.12,5.53,4.84,12,0
TRID_72072,CID_12137,2020-01-31,5,4,10.08,9.18,4.5,10,0
TRID_55894,CID_6653,2020-02-02,3,2,11.92,5.92,6.0,11,0
TRID_39243,CID_7940,2020-02-15,7,4,9.36,8.69,5.16,11,0
TRID_26479,CID_13428,2020-02-29,4,3,6.8,6.49,6.43,13,0
TRID_25630,CID_12884,2020-03-13,4,2,20.88,4.57,4.71,8,0
TRID_77481,CID_6387,2020-02-08,5,2,9.68,4.64,2.77,5,0
TRID_14351,CID_10992,2020-01-27,5,2,13.28,5.07,4.81,10,0
TRID_89718,CID_13369,2020-02-18,7,3,7.28,6.55,3.76,10,0
TRID_55464,CID_14024,2020-02-17,5,4,9.68,8.48,5.87,11,0
TRID_30208,CID_13221,2020-02-15,4,3,8.24,7.31,4.0,9,0
TRID_34369,CID_13328,2020-03-06,4,3,12.96,6.46,2.25,4,0
TRID_3078,CID_12676,2020-01-05,2,2,9.36,5.19,3.64,9,0
TRID_32299,CID_11413,2020-01-31,4,4,11.76,8.88,8.13,17,0
TRID_43921,CID_5712,2020-02-18,5,5,11.76,11.34,6.31,12,0
TRID_6538,CID_11874,2020-01-01,10,4,12.24,8.0,7.38,14,0
TRID_1049,CID_12932,2020-03-19,9,5,14.08,10.8,6.32,11,0
TRID_16507,CID_12156,2020-03-04,6,3,9.04,6.58,6.21,13,0
TRID_3933,CID_10178,2020-03-25,4,4,11.68,8.55,6.57,13,0
TRID_68604,CID_7193,2020-01-25,5,3,15.52,6.56,6.95,15,0
TRID_23711,CID_9772,2020-03-31,4,3,14.56,6.61,5.61,11,0
TRID_46628,CID_11821,2020-01-10,7,3,19.44,6.63,4.1,9,0
TRID_55596,CID_10226,2020-03-01,6,3,7.44,7.07,2.41,5,0
TRID_71396,CID_5820,2020-01-14,3,1,7.44,3.68,6.48,12,0
TRID_65630,CID_14896,2020-03-02,5,3,15.68,7.08,5.74,12,0
TRID_61309,CID_7337,2020-01-15,7,5,17.84,11.89,5.09,11,0
TRID_97653,CID_13993,2020-01-21,3,3,9.68,6.7,3.73,9,0
TRID_57400,CID_11258,2020-02-13,5,1,33.92,3.62,7.02,13,0
TRID_42093,CID_12542,2020-03-10,4,3,22.4,7.43,3.4,8,0
TRID_23106,CID_12848,2020-03-14,5,3,9.28,6.92,5.27,11,0
TRID_4865,CID_11717,2020-03-31,7,4,14.8,8.55,6.16,12,0
TRID_40072,CID_14338,2020-03-15,7,4,19.44,9.25,4.57,10,0
TRID_20773,CID_10564,2020-03-18,4,4,16.24,8.32,5.24,11,0
TRID_12740,CID_9131,2020-01-08,7,2,22.0,4.42,7.25,13,0
TRID_19885,CID_10472,2020-03-13,5,3,8.4,6.04,6.01,12,0
TRID_48627,CID_10947,2020-03-19,3,3,9.68,7.31,3.25,7,0
TRID_23286,CID_14412,2020-03-15,4,3,16.24,7.68,5.29,11,0
TRID_48525,CID_8669,2020-02-18,7,3,15.6,7.49,4.34,8,0
TRID_4200,CID_8107,2020-02-17,4,3,7.44,6.59,4.29,8,0
TRID_25746,CID_8672,2020-01-28,7,3,15.52,6.31,6.25,13,0
TRID_92126,CID_13840,2020-03-09,3,2,5.28,4.59,6.29,14,0
TRID_17732,CID_13696,2020-01-26,4,2,11.92,5.41,5.97,12,0
TRID_13202,CID_14616,2020-02-22,3,3,8.8,6.17,6.45,13,0
TRID_36709,CID_13281,2020-03-25,10,4,12.24,9.8,2.68,5,0
TRID_98006,CID_6812,2020-02-10,7,5,14.0,10.92,4.76,9,0
TRID_28950,CID_14732,2020-02-26,3,2,9.44,5.59,6.17,13,0
TRID_80570,CID_14291,2020-03-26,4,2,5.84,4.55,5.49,10,0
TRID_51341,CID_10180,2020-01-29,6,2,8.48,4.97,2.2,6,0
TRID_96084,CID_10750,2020-02-05,6,4,13.28,8.45,9.54,18,0
TRID_58246,CID_14532,2020-01-12,6,4,9.68,9.04,6.2,13,0
TRID_70753,CID_5543,2020-03-06,7,5,19.92,10.59,4.89,10,0
TRID_72165,CID_10819,2020-03-02,8,4,10.56,8.31,4.44,11,0
TRID_59475,CID_8830,2020-02-09,4,4,8.88,8.22,7.24,14,0
TRID_83634,CID_9216,2020-01-31,7,4,19.6,8.6,7.0,13,0
TRID_67369,CID_14250,2020-02-26,6,3,20.4,6.12,5.42,11,0
TRID_65065,CID_11852,2020-02-29,6,4,12.4,8.72,6.05,11,0
TRID_67705,CID_5556,2020-03-12,4,4,11.92,8.41,6.03,11,0
TRID_53588,CID_10868,2020-03-09,3,3,11.36,7.27,4.67,8,0
TRID_29608,CID_8498,2020-01-16,4,2,9.76,5.97,5.45,11,0
TRID_66234,CID_5437,2020-03-19,4,2,15.68,5.65,5.44,11,0
TRID_36481,CID_11396,2020-02-04,8,4,11.04,9.73,3.78,8,0
TRID_23053,CID_14044,2020-02-27,7,3,21.76,7.49,1.01,4,0
TRID_9451,CID_13493,2020-01-06,3,3,7.92,6.62,4.65,9,0
TRID_59599,CID_7463,2020-02-14,5,4,20.96,9.83,5.55,13,0
TRID_25046,CID_13233,2020-02-11,7,3,10.8,6.25,6.14,12,0
TRID_99674,CID_7368,2020-01-19,3,3,8.4,7.28,8.24,16,0
TRID_70438,CID_12756,2020-01-27,6,3,16.96,6.16,3.87,9,0
TRID_54408,CID_8549,2020-02-19,2,2,11.92,5.78,4.88,11,0
TRID_32235,CID_11158,2020-03-08,3,3,13.36,6.71,4.32,9,0
TRID_30418,CID_9037,2020-02-09,6,3,12.4,7.31,3.6,8,0
TRID_540,CID_10656,2020-03-19,7,3,8.24,7.89,5.45,10,0
TRID_30840,CID_14102,2020-03-13,2,2,12.4,5.48,3.68,8,0
TRID_44015,CID_5975,2020-01-17,8,4,16.8,9.95,5.79,12,0
TRID_21393,CID_10450,2020-03-06,6,5,17.76,11.89,4.42,10,0
TRID_4488,CID_7085,2020-01-16,6,4,15.2,8.33,5.23,11,0
TRID_84269,CID_8124,2020-01-29,5,4,18.56,8.13,1.71,4,0
TRID_82478,CID_9017,2020-03-07,4,3,8.32,6.58,6.7,12,0
TRID_89045,CID_8516,2020-02-09,6,3,7.36,6.05,3.12,5,0
TRID_9543,CID_8737,2020-02-03,2,2,14.56,5.39,7.91,15,0
TRID_59445,CID_10805,2020-03-27,4,3,12.48,6.92,4.89,10,0
TRID_43774,CID_14336,2020-02-17,2,1,20.56,3.92,7.54,16,0
TRID_38479,CID_5576,2020-02-05,4,4,12.32,8.53,6.48,13,0
TRID_87532,CID_13616,2020-02-01,4,4,15.52,8.3,5.91,12,0
TRID_17361,CID_13534,2020-02-21,7,5,18.8,11.72,6.73,15,0
TRID_20702,CID_12033,2020-03-17,3,1,13.2,3.74,4.73,10,0
TRID_97880,CID_13664,2020-03-07,7,3,14.72,7.76,2.7,6,0
TRID_87844,CID_14854,2020-03-12,4,4,20.4,8.79,6.31,12,0
TRID_43836,CID_5125,2020-01-12,5,2,16.88,5.92,10.59,19,0
TRID_47422,CID_14587,2020-02-20,4,4,18.8,9.32,6.5,13,0
TRID_20846,CID_7795,2020-02-29,3,3,11.52,7.14,10.02,20,0
TRID_17060,CID_13406,2020-01-17,4,4,19.04,8.33,4.9,11,0
TRID_56992,CID_12904,2020-01-13,5,2,16.4,5.84,8.41,17,0
TRID_23418,CID_14276,2020-03-05,5,4,15.2,8.6,6.54,14,0
TRID_24644,CID_13781,2020-03-08,4,4,13.84,8.54,6.36,11,0
TRID_53684,CID_8606,2020-03-22,3,3,7.92,7.27,8.8,16,0
TRID_38207,CID_9136,2020-01-15,4,2,14.8,5.68,5.5,11,0
TRID_95207,CID_14380,2020-03-18,2,1,5.28,2.76,8.2,15,0
TRID_45407,CID_8542,2020-01-03,3,2,7.84,5.98,8.94,17,0
TRID_44190,CID_13033,2020-03-07,8,4,8.8,8.69,4.9,9,0
TRID_57595,CID_8166,2020-03-28,9,3,19.2,7.97,5.95,11,0
TRID_94291,CID_7405,2020-02-07,6,4,13.28,8.74,4.25,9,0
TRID_72942,CID_13368,2020-03-30,3,3,16.24,7.2,6.75,13,0
TRID_31617,CID_14412,2020-02-16,4,2,5.44,4.16,5.67,11,0
TRID_86787,CID_7328,2020-03-25,5,3,12.48,6.3,7.46,12,0
TRID_22351,CID_12287,2020-01-08,4,2,21.36,5.81,5.9,12,0
TRID_43348,CID_5490,2020-02-26,6,3,15.84,7.15,3.97,8,0
TRID_9006,CID_6211,2020-03-26,5,4,12.88,8.02,8.05,15,0
TRID_61011,CID_10931,2020-02-14,4,4,28.0,9.99,8.48,16,0
TRID_65708,CID_7211,2020-01-29,5,4,22.96,9.1,5.23,10,0
TRID_54677,CID_11350,2020-01-25,4,3,6.96,6.64,6.79,13,0
TRID_39978,CID_8662,2020-01-08,3,3,19.76,6.35,3.33,8,0
TRID_39102,CID_13563,2020-03-05,6,4,14.0,9.52,7.12,13,0
TRID_62815,CID_12142,2020-01-30,4,4,20.0,9.17,7.47,15,0
TRID_11820,CID_14511,2020-01-26,3,2,13.28,4.13,4.62,10,0
TRID_95222,CID_11598,2020-02-06,6,5,23.04,10.46,7.35,15,0
TRID_28976,CID_5080,2020-01-17,6,2,16.4,5.64,4.26,8,0
TRID_87780,CID_6223,2020-01-22,9,3,21.52,7.15,5.98,14,0
TRID_95458,CID_13802,2020-03-11,5,4,16.0,8.97,8.44,17,0
TRID_86110,CID_12977,2020-03-02,2,2,10.0,5.41,5.17,12,0
TRID_20843,CID_5150,2020-01-12,7,4,15.84,9.58,4.18,8,0
TRID_80274,CID_5246,2020-01-11,5,4,14.88,9.42,5.53,11,0
TRID_4428,CID_14775,2020-01-07,4,3,20.4,7.87,5.3,11,0
TRID_98064,CID_12899,2020-02-24,6,4,11.52,8.4,2.65,6,0
TRID_48266,CID_14896,2020-02-01,3,2,8.4,5.38,5.62,11,0
TRID_33849,CID_10950,2020-03-20,5,3,11.68,6.19,8.59,18,0
TRID_70648,CID_9361,2020-03-19,8,4,18.72,8.03,5.9,12,0
TRID_23767,CID_7672,2020-03-18,3,3,10.56,7.89,8.5,17,0
TRID_11141,CID_14345,2020-03-02,3,2,7.12,4.21,4.42,9,0
TRID_3012,CID_10510,2020-03-10,8,3,10.88,7.68,2.94,7,0
TRID_21831,CID_13981,2020-02-07,5,3,15.44,6.41,6.2,12,0
TRID_76168,CID_10620,2020-01-19,5,4,16.32,9.08,6.21,12,0
TRID_66363,CID_12483,2020-03-06,4,4,11.04,9.04,7.76,14,0
TRID_66546,CID_6303,2020-01-20,5,2,7.84,4.96,3.09,8,0
TRID_2385,CID_9781,2020-01-16,4,3,17.84,6.9,4.91,10,0
TRID_82813,CID_12523,2020-02-01,4,3,7.12,6.83,4.86,10,0
TRID_60252,CID_7519,2020-01-16,4,3,10.48,7.63,2.7,6,0
TRID_87199,CID_7533,2020-01-27,4,2,26.0,5.79,3.38,7,0
TRID_57265,CID_7843,2020-01-14,4,3,14.64,6.6,6.79,14,0
TRID_9559,CID_14589,2020-01-04,5,4,16.0,9.28,4.46,10,0
TRID_16435,CID_6972,2020-03-28,4,3,9.2,7.92,7.92,16,0
TRID_61800,CID_9027,2020-02-20,5,3,21.28,6.46,3.78,7,0
TRID_49404,CID_7085,2020-03-01,3,3,13.92,7.25,5.36,9,0
TRID_26651,CID_12908,2020-03-17,5,4,8.48,8.4,6.96,13,0
TRID_61433,CID_8905,2020-03-07,5,3,21.44,6.04,5.47,10,0
TRID_55102,CID_12804,2020-03-03,7,1,6.0,3.08,7.7,15,0
TRID_68891,CID_8289,2020-03-15,8,3,11.28,6.42,7.26,15,0
TRID_82588,CID_10915,2020-02-21,7,4,12.08,8.17,4.31,7,0
TRID_19718,CID_12596,2020-01-11,7,5,12.8,11.28,4.06,8,0
TRID_66332,CID_11182,2020-03-17,3,3,20.88,7.21,6.55,11,0
TRID_66751,CID_7459,2020-02-13,3,2,10.48,5.84,2.1,6,0
TRID_3637,CID_7431,2020-01-11,4,4,8.64,8.02,3.68,8,0
TRID_43426,CID_9061,2020-03-20,4,4,14.08,9.69,4.94,10,0
TRID_35584,CID_9321,2020-03-16,6,2,10.24,5.9,7.24,14,0
TRID_25982,CID_8556,2020-01-30,4,4,10.48,8.86,4.95,10,0
TRID_62526,CID_14536,2020-01-30,5,1,14.16,3.24,4.26,8,0
TRID_47206,CID_7947,2020-01-09,7,4,11.68,9.75,4.67,10,0
TRID_61017,CID_12666,2020-02-11,6,4,18.0,9.34,5.96,12,0
TRID_74176,CID_8781,2020-01-04,4,2,8.96,5.94,6.79,13,0
TRID_12970,CID_8535,2020-02-29,5,2,13.12,5.88,4.54,10,0
TRID_60397,CID_7266,2020-02-21,3,2,8.24,5.44,7.94,16,0
TRID_81910,CID_6377,2020-02-19,4,3,11.28,7.73,5.84,11,0
TRID_80987,CID_13253,2020-02-15,4,3,14.72,6.36,7.32,15,0
TRID_3784,CID_9120,2020-03-25,6,3,9.76,7.36,6.27,11,0
TRID_17688,CID_13103,2020-01-04,8,4,13.44,8.79,6.23,14,0
TRID_56230,CID_10296,2020-02-25,4,3,8.72,6.48,7.14,14,0
TRID_28657,CID_7415,2020-01-21,3,2,14.8,4.63,4.24,8,0
TRID_3661,CID_5559,2020-01-28,5,3,12.56,6.08,5.33,10,0
TRID_25260,CID_5115,2020-02-12,3,3,10.48,7.86,4.11,8,0
TRID_60058,CID_9566,2020-03-30,8,3,12.96,7.27,4.91,10,0
TRID_39656,CID_11084,2020-02-06,7,4,18.4,9.18,7.7,15,0
TRID_80691,CID_5863,2020-03-18,4,3,13.36,7.06,2.23,5,0
TRID_79928,CID_8510,2020-01-08,4,3,13.84,7.96,6.32,13,0
TRID_98823,CID_6948,2020-03-01,8,3,8.0,6.84,7.71,15,0
TRID_79032,CID_9085,2020-02-09,6,3,12.08,6.29,5.98,12,0
TRID_71444,CID_9293,2020-02-29,6,5,17.6,11.61,9.85,19,0
TRID_72155,CID_10563,2020-01-24,6,4,10.16,8.98,5.77,12,0
TRID_13952,CID_14524,2020-01-12,4,3,14.24,7.76,4.97,11,0
TRID_98631,CID_12886,2020-02-07,4,2,30.32,5.97,6.88,14,0
TRID_12698,CID_11692,2020-03-15,7,6,13.84,12.09,7.49,15,0
TRID_73635,CID_7234,2020-02-20,6,2,7.2,5.59,2.47,5,0
TRID_89748,CID_11509,2020-02-27,6,4,11.44,9.13,3.04,7,0
TRID_8727,CID_9579,2020-03-11,6,3,6.32,6.1,4.23,10,0
TRID_36094,CID_5217,2020-03-25,2,2,10.48,4.6,7.33,12,0
TRID_72755,CID_6892,2020-02-05,4,2,12.0,5.83,4.56,11,0
TRID_57771,CID_13484,2020-02-05,4,4,20.08,9.9,9.02,16,0
TRID_96487,CID_13194,2020-03-01,5,3,10.56,6.94,7.56,14,0
TRID_48970,CID_7263,2020-03-04,6,2,16.96,4.45,4.55,9,0
TRID_40274,CID_11297,2020-02-05,5,1,13.04,3.97,3.44,9,0
TRID_77277,CID_10831,2020-03-14,7,3,10.48,7.61,8.42,16,0
TRID_47595,CID_5080,2020-01-22,8,4,8.88,8.71,5.18,11,0
TRID_83700,CID_9813,2020-01-01,8,4,15.2,8.72,5.54,10,0
TRID_12494,CID_11301,2020-01-04,4,4,22.24,9.3,6.91,14,0
TRID_98751,CID_9103,2020-02-06,4,2,11.36,5.88,4.94,9,0
TRID_21896,CID_7611,2020-03-31,4,2,10.32,5.63,6.72,15,0
TRID_73546,CID_9086,2020-03-15,4,4,12.16,9.62,4.59,9,0
TRID_73023,CID_7554,2020-03-13,10,3,9.36,6.76,3.46,8,1
TRID_38698,CID_13120,2020-01-24,5,3,13.92,7.95,5.7,13,0
TRID_50654,CID_5035,2020-02-05,11,4,44.24,9.01,1.02,4,1
TRID_96393,CID_8370,2020-02-19,7,5,17.04,11.32,5.53,11,0
TRID_45356,CID_7208,2020-01-29,2,2,11.92,5.21,7.3,14,1
TRID_27752,CID_9217,2020-03-07,4,2,13.68,4.17,5.43,11,0
TRID_44705,CID_12042,2020-03-12,5,4,10.32,8.84,3.0,8,0
TRID_71222,CID_9750,2020-03-17,14,6,19.12,12.06,5.55,10,0
TRID_23290,CID_5136,2020-01-28,4,4,10.8,8.85,9.0,17,0
TRID_52939,CID_13364,2020-02-06,6,3,7.6,6.41,4.21,11,1
TRID_86419,CID_10114,2020-01-21,5,4,33.52,8.51,8.32,17,1
TRID_8037,CID_8432,2020-01-19,4,3,11.68,7.89,5.84,14,0
TRID_96283,CID_7359,2020-02-29,7,3,17.84,7.24,4.82,10,1
TRID_37038,CID_8199,2020-03-03,9,3,8.56,6.83,7.29,14,0
TRID_93135,CID_11133,2020-03-07,6,3,10.48,7.79,5.16,11,1
TRID_47269,CID_6765,2020-02-08,3,2,12.48,5.77,7.97,16,0
TRID_78095,CID_8088,2020-03-04,4,4,10.0,8.65,5.69,11,0
TRID_13306,CID_6193,2020-03-20,4,4,20.4,8.47,3.04,6,0
TRID_98253,CID_6950,2020-03-14,3,1,13.36,3.79,6.74,14,0
TRID_78309,CID_7493,2020-02-15,4,2,13.12,5.34,8.1,15,1
TRID_26856,CID_5637,2020-02-13,5,3,36.0,6.12,7.94,15,1
TRID_44580,CID_7647,2020-02-29,8,5,10.56,10.11,7.58,15,0
TRID_91453,CID_8675,2020-03-12,15,2,13.12,5.94,5.85,13,1
TRID_67944,CID_9026,2020-03-21,5,3,6.88,6.74,3.66,8,1
TRID_81193,CID_13897,2020-02-07,3,2,6.96,5.93,6.69,13,1
TRID_13732,CID_5140,2020-01-18,7,4,14.48,9.22,3.3,7,0
TRID_87633,CID_12694,2020-02-07,9,4,10.0,8.66,5.52,12,0
TRID_12432,CID_10171,2020-02-23,6,4,12.96,9.03,3.22,8,0
TRID_32125,CID_12636,2020-03-10,6,2,10.64,5.29,6.04,13,0
TRID_96517,CID_10198,2020-03-04,6,5,23.68,10.48,6.21,14,0
TRID_37889,CID_10830,2020-01-10,8,3,20.64,7.04,5.01,9,0
TRID_54666,CID_14928,2020-03-20,5,2,11.6,4.78,6.83,14,0
TRID_80283,CID_12634,2020-03-27,5,3,8.48,6.7,6.23,12,0
TRID_30034,CID_11842,2020-01-23,4,3,8.48,7.21,3.99,8,1
TRID_7564,CID_5014,2020-03-07,6,2,9.2,4.85,7.08,13,1
TRID_81526,CID_14364,2020-02-06,7,3,7.6,7.01,5.11,11,1
TRID_62695,CID_13036,2020-01-01,6,2,11.2,4.5,9.7,21,0
TRID_49576,CID_10836,2020-03-30,2,2,11.04,5.58,3.1,7,0
TRID_59184,CID_9169,2020-03-04,3,3,12.8,7.85,6.11,14,1
TRID_45742,CID_14379,2020-03-01,5,3,9.76,7.53,8.91,18,0
TRID_56832,CID_10192,2020-03-26,5,4,16.0,9.07,5.31,10,0
TRID_77562,CID_7957,2020-01-15,5,4,13.92,9.74,4.31,9,0
TRID_36834,CID_7076,2020-01-07,16,3,8.64,7.28,9.75,18,1
TRID_99360,CID_14685,2020-02-16,4,4,11.12,8.89,8.23,16,0
TRID_5345,CID_11649,2020-01-11,6,6,14.48,12.3,7.03,14,0
TRID_83982,CID_11573,2020-01-16,4,3,10.56,7.42,7.57,15,0
TRID_70660,CID_7015,2020-03-23,8,3,18.72,7.89,2.68,5,0
TRID_63662,CID_5219,2020-01-30,5,4,9.28,8.59,6.92,14,0
TRID_67311,CID_11603,2020-01-09,6,4,10.4,8.1,5.37,11,0
TRID_99087,CID_12836,2020-03-21,6,3,15.36,6.35,9.53,19,0
TRID_14253,CID_10831,2020-02-26,2,1,5.92,3.63,7.42,16,0
TRID_47838,CID_5164,2020-03-18,6,3,7.52,6.66,5.2,10,0
TRID_31811,CID_10008,2020-03-31,3,3,20.48,7.8,3.53,6,1
TRID_64684,CID_7484,2020-03-11,4,4,10.56,8.44,7.63,15,1
TRID_54066,CID_8313,2020-01-14,5,4,24.8,8.84,5.1,10,1
TRID_88825,CID_14532,2020-02-29,5,2,5.28,5.25,8.13,15,0
TRID_33669,CID_5997,2020-02-13,6,4,9.84,9.28,7.7,15,0
TRID_7343,CID_13179,2020-02-01,4,4,18.32,9.79,4.48,10,0
TRID_60869,CID_13407,2020-01-22,3,3,8.24,6.26,7.07,14,1
TRID_75182,CID_10835,2020-03-06,4,3,13.04,6.21,3.92,8,1
TRID_59835,CID_12371,2020-02-19,7,3,15.28,7.73,9.49,20,0
TRID_6506,CID_11242,2020-03-31,11,4,11.6,8.75,7.07,15,1
TRID_47793,CID_8516,2020-02-01,5,3,13.76,7.72,8.74,16,0
TRID_43444,CID_12323,2020-03-01,8,4,13.6,9.22,5.83,11,0
TRID_33277,CID_10952,2020-02-10,2,2,16.32,4.81,8.76,18,1
TRID_10074,CID_7343,2020-01-30,2,2,12.56,5.54,6.6,14,0
